Dept_ID,Time_Index,Budget_Allocated,Labor_Cost,Material_Cost,Overhead_Cost,Maintenance_Cost,Logistics_Cost,IT_Cost,Utilization_Rate,Inventory_Level,Demand_Forecast,Inflation_Rate,Market_Volatility,Risk_Score,Total_Operational_Cost,Budget_Consumed,Cost_Variance,Target_Total_Cost,Target_Budget_Overrun
5,129,134327.7385,49180.22051,27142.58002,7681.510583,3558.821542,21634.05303,3954.185206,0.538359661,3034.192718,8336.54603,6.554685611,0.195449167,0.52677355,113151.3709,121488.7466,-12838.99198,49180.22051,0
9,8,127977.9764,35130.05377,9165.498194,5656.408298,17105.25779,18167.8337,1089.280366,0.75213359,1201.540968,10681.18882,6.319869641,0.47604093,0.905994755,86314.33211,91605.40721,-36372.56917,35130.05377,0
7,101,80527.87898,66585.04757,16667.51693,11837.4561,12261.31212,4137.791728,10949.38132,0.516757656,9591.705293,18972.97873,4.13081513,0.388864649,0.289808334,122438.5058,134328.8693,53800.99036,66585.04757,1
2,176,77784.28683,37164.0932,54764.31319,6675.683889,18694.6725,2369.841987,7798.563219,0.828879165,9181.318774,10923.08121,6.702557816,0.879888918,0.295739861,127467.168,131305.3608,53521.07397,37164.0932,1
4,107,212026.2586,65717.55627,37079.50397,7222.087538,17644.74317,5876.872457,14299.49478,0.77507289,9300.51416,15839.5328,4.899779475,0.10600335,0.603528936,147840.2582,142426.477,-69599.7816,65717.55627,0
9,101,268779.5111,31402.92893,62243.45007,21464.86728,13863.65212,4716.22541,10996.17922,0.878892109,9795.772641,6092.456239,6.291221065,0.84670645,0.694201847,144687.303,145434.6554,-123344.8558,31402.92893,0
2,260,247630.1276,15099.17083,30820.73855,3532.766583,13498.63054,18678.16628,2444.137251,0.441098245,2254.631517,3910.010308,5.313362881,0.864063378,0.41921941,84073.61002,90446.01615,-157184.1114,15099.17083,0
10,246,85276.89851,75284.77857,22465.54782,6173.938064,5050.119845,14811.15688,3261.580439,0.52606327,1998.871979,16405.88882,2.944638227,0.140766701,0.567560051,127047.1216,128257.8148,42980.91632,75284.77857,1
9,275,186395.5304,37618.57905,27593.98794,25797.86826,3218.306376,14096.86988,8024.145055,0.492676216,825.038569,5701.077762,2.387351541,0.811655881,0.305070762,116349.7566,118484.9223,-67910.60819,37618.57905,0
10,32,76397.88649,65488.4801,51330.16658,25812.6803,8892.475169,7815.947908,13948.23836,0.514336744,8972.316482,17555.36724,4.197119907,0.476623072,0.22231956,173287.9884,175332.0293,98934.14281,65488.4801,1
5,137,61323.6609,29540.08933,41075.3687,11889.57393,4545.02075,5555.973345,4461.515258,0.461808447,7651.246991,4227.147638,7.596732938,0.712920589,0.314436385,97067.54131,95641.30885,34317.64795,29540.08933,1
2,12,214096.4648,55245.55785,63772.42849,5374.731226,2945.917636,6750.603305,12558.12283,0.737249141,6515.992906,17180.14428,5.178410125,0.163404425,0.924735753,146647.3613,140925.076,-73171.38889,55245.55785,0
4,302,183788.0834,71131.76113,44140.97001,22034.19901,6744.207932,11206.37117,5371.813882,0.756058844,9312.923512,15684.10402,6.813152406,0.864164475,0.821636198,160629.3231,156948.3494,-26839.73405,71131.76113,0
7,16,70505.9213,12915.08156,37046.18355,12723.55557,17349.30891,19023.29376,4778.560654,0.906093853,5963.227838,12613.19279,5.455718424,0.58603878,0.22622111,103835.984,104312.7429,33806.82164,12915.08156,1
8,129,58734.8116,68144.50353,56073.92705,4227.544935,1325.814926,7853.88218,13619.49849,0.650642906,1732.442151,17154.19288,7.747431718,0.818955443,0.141904276,151245.1711,149251.1024,90516.29075,68144.50353,1
3,63,297439.1034,49993.31035,66589.7003,7261.328495,6560.115953,18068.09903,1661.382289,0.719430828,2180.212512,7283.49224,4.216733373,0.638370475,0.183866475,150133.9364,155525.2881,-141913.8152,49993.31035,0
1,109,57505.33304,52523.02277,28129.98423,6704.799923,9056.991519,13304.77187,10250.37454,0.994782436,1755.747338,4154.648768,2.342302732,0.529448235,0.364089524,119969.9449,125018.9819,67513.64882,52523.02277,1
4,21,161132.0633,46621.06006,21241.95366,18906.14128,10700.82524,22365.13952,1604.3452,0.71910705,3422.751121,3983.772827,6.6840103,0.237996547,0.830223114,121439.465,125751.7696,-35380.29368,46621.06006,0
2,158,176154.7562,71213.25723,45054.13076,27249.17476,4449.972659,7357.0349,12210.69301,0.744145653,4105.219915,6136.819362,6.23273905,0.242363304,0.389237038,167534.2633,161291.5774,-14863.17878,71213.25723,0
8,269,79320.03695,13040.33501,37426.73338,24412.9449,19320.1838,12369.7037,12611.66097,0.997550449,8069.971115,9478.315511,5.165206293,0.478056234,0.267089737,119181.5617,125144.1018,45824.06487,13040.33501,1
4,162,92265.44461,28271.98741,69297.06237,17755.93322,11998.58783,4223.289645,13506.99205,0.996477629,2316.912159,17644.43444,3.958347459,0.796353773,0.456256995,145053.8525,146168.8703,53903.42565,28271.98741,1
2,260,137951.2516,71303.37772,35053.51597,14398.18945,10920.10039,9708.52228,3605.260862,0.654418267,7390.968952,2701.177391,3.129590886,0.192174942,0.21164826,144988.9667,156838.0184,18886.7668,71303.37772,1
6,102,240418.9691,62664.19918,9831.550838,19704.27114,1167.62919,13658.25021,2742.974183,0.780968098,5166.67077,18389.59884,4.893656265,0.89870812,0.52319516,109768.8747,112934.8457,-127484.1234,62664.19918,0
6,223,176770.606,11235.16121,68528.98895,14982.94401,10228.59221,18853.02493,8049.490652,0.688481505,9996.769251,18584.3995,5.997208456,0.800729805,0.707998739,131878.202,126956.1382,-49814.46777,11235.16121,0
10,59,209475.4686,46190.43982,59833.15146,9644.67631,16915.74196,6555.773761,4802.856702,0.832429271,7877.53338,14817.49142,5.473318576,0.414047017,0.431963758,143942.64,136944.5394,-72530.9292,46190.43982,1
4,247,296293.6388,47070.08765,16586.25936,21338.33129,5173.246318,7016.118953,9488.164611,0.963031913,9705.053392,18105.38866,4.624943062,0.302494665,0.256250346,106672.2082,112579.3784,-183714.2604,47070.08765,0
6,128,242001.3588,38061.74946,63799.34145,26577.58654,7672.943799,16526.29033,8192.462068,0.585795585,3752.339266,15629.74597,5.238166666,0.837596876,0.507877734,160830.3736,162450.9987,-79550.36016,38061.74946,0
2,283,158590.3745,30817.53324,27143.34335,13067.49893,1390.857829,10796.52902,3027.929543,0.891325102,1668.976835,11037.71834,2.647729582,0.198569295,0.786240309,86243.69192,85657.18143,-72933.1931,30817.53324,1
10,325,161610.4804,57720.73953,29512.27899,25721.53863,19561.62277,13088.18195,11349.78691,0.79290936,5306.010149,12414.2543,6.175040623,0.377831948,0.168934826,156954.1488,159634.4322,-1976.048248,57720.73953,0
2,25,204693.0193,24545.33253,63915.44635,14639.21526,2266.384145,21231.10198,12252.9813,0.568110881,1680.275002,12936.26505,6.405536263,0.167129879,0.16384341,138850.4616,133415.7065,-71277.31276,24545.33253,1
10,131,216341.3021,65926.39935,39457.51173,13836.07046,18066.20135,13478.91592,14482.60231,0.878379795,5178.291196,3410.972339,2.068715625,0.862769824,0.386299665,165247.7011,166701.4926,-49639.8095,65926.39935,0
4,353,175177.7315,66212.60125,13954.59041,3764.757654,6946.766569,17007.48575,6537.544269,0.656279812,3064.439749,4668.028613,3.623117335,0.594098359,0.473547509,114423.7459,114103.9274,-61073.80407,66212.60125,1
8,196,211215.3057,39068.30063,28988.65036,21772.53034,12163.57164,17105.82596,5728.289097,0.472238305,5164.948518,10944.00575,2.552701161,0.368943716,0.294824652,124827.168,133568.6112,-77646.69446,39068.30063,0
7,281,55883.1236,29848.36076,51936.33401,24802.56818,13906.99526,20483.07469,3691.677184,0.996049814,9521.543934,3189.337943,7.989392791,0.320386532,0.124219568,144669.0101,141229.953,85346.8294,29848.36076,1
9,154,157405.716,29871.47271,16321.97222,20916.03683,3675.754181,16677.20824,3532.110773,0.6553878,3245.82361,19334.60662,5.560057003,0.455275435,0.297603678,90994.55495,96767.93521,-60637.78076,29871.47271,0
8,133,119734.519,43760.39268,43365.02783,7086.745688,9431.428178,3490.62599,5494.745995,0.724931528,9937.623469,10635.41829,4.794428565,0.173102782,0.491832885,112628.9664,115451.491,-4283.027974,43760.39268,0
5,227,82293.61131,60370.54573,50192.81864,5788.923624,7183.855905,9869.978602,14745.43383,0.884777038,2678.629959,8221.636751,4.778006114,0.811479144,0.17148461,148151.5563,142563.7526,60270.14127,60370.54573,1
2,189,74886.6282,35120.80837,27350.48241,18467.18629,2075.446847,24754.27222,2291.621446,0.976525681,2477.0296,3993.260714,7.788643515,0.508752302,0.744302646,110059.8176,120565.2233,45678.59513,35120.80837,1
5,265,200798.0414,52703.03418,50102.24477,13840.93886,16830.67943,6519.736643,4631.126829,0.92373271,5675.490968,8914.144052,5.959133829,0.6800785,0.59689076,144627.7607,153324.4373,-47473.6041,52703.03418,0
8,134,180900.1368,36773.91224,62473.47787,14585.64015,1858.187373,15494.7688,2203.697556,0.715031925,8499.426914,6746.097553,3.011957349,0.286996673,0.490996198,133389.684,131924.2836,-48975.85317,36773.91224,0
10,211,113396.0292,31316.62324,35687.58838,29130.60666,13411.90123,21387.63472,4830.839498,0.727417645,7620.283432,2670.616253,4.688952968,0.502999409,0.566840659,135765.1937,140824.2112,27428.18198,31316.62324,1
9,60,167737.5147,11740.16611,29889.10633,22545.91212,6967.470152,15490.8469,2293.620055,0.568532162,7373.600885,19373.10061,6.645181046,0.268868909,0.690225384,88927.12167,96485.06704,-71252.44765,11740.16611,0
9,364,173058.0788,10273.9874,21325.29609,14118.26896,4650.457217,10562.21594,8116.324135,0.677681727,3185.012941,6034.583825,4.540100401,0.752875692,0.995318655,69046.54974,75234.57369,-97823.50511,10273.9874,0
1,364,98752.24511,25904.53745,44273.35619,3515.680556,13674.63498,3845.256943,7136.979149,0.968103329,713.9093727,14118.9346,3.857200555,0.720220008,0.797608056,98350.44526,104219.3808,5467.135711,25904.53745,1
9,213,213023.2655,38448.44008,62190.38312,3920.583842,11916.21658,10318.29276,3436.704625,0.836164566,2036.608756,2735.127535,7.947296459,0.218561859,0.5863268,130230.621,137933.8304,-75089.4351,38448.44008,0
7,216,245229.8391,69588.28172,26102.98237,21489.69978,6989.86889,6187.552766,3447.310513,0.407126194,3819.996361,18350.21118,7.613822808,0.159605521,0.793480419,133805.696,132682.2884,-112547.5507,26102.98237,0
9,226,247865.8852,65893.89701,30755.30909,25618.94651,10746.25422,24099.84477,9765.527032,0.469904069,9730.99563,12224.27758,7.649362216,0.759357389,0.527701805,166879.7786,183311.478,-64554.40723,30755.30909,0
8,131,200617.4577,28701.56838,31430.65864,22107.971,5678.504923,18445.73236,6419.698746,0.954286762,9237.885851,13480.56801,2.790035178,0.187718324,0.379817832,112784.134,111264.0499,-89353.40781,31430.65864,0
1,76,177909.6456,27117.83101,41452.80222,13958.96932,17410.23272,19235.81255,1786.729114,0.909231597,2406.123579,15853.90285,3.405531541,0.538787185,0.33576515,120962.3769,116536.4802,-61373.16539,41452.80222,0
8,286,65251.78575,25912.54497,19846.5825,3840.664924,6962.556826,12027.29312,13882.6964,0.691698679,7393.413541,12512.39124,4.652401749,0.527589838,0.459531349,82472.33874,90439.74612,25187.96037,19846.5825,1
8,277,121957.8247,33746.61384,58443.7251,29119.84402,5657.907561,4529.191047,6669.334801,0.770186969,6000.660141,2347.24171,6.992775549,0.262355255,0.102054948,138166.6164,134426.0066,12468.18192,58443.7251,1
3,156,73317.86169,44873.91037,24214.14804,29631.07368,15284.84051,8134.479182,9274.665768,0.573787606,973.5051758,9162.066049,6.420965241,0.573085173,0.25926032,131413.1175,135124.4897,61806.62798,24214.14804,1
1,248,290955.7902,40706.74404,50848.57491,17832.84289,1334.257272,7973.355394,13395.7673,0.875698451,4031.203307,5978.571773,7.098004371,0.502204166,0.21388001,132091.5418,134764.6137,-156191.1765,50848.57491,0
8,218,83770.03656,25279.12391,38359.02322,4908.116047,6092.22291,13195.92507,6630.225962,0.761990468,5117.700533,10247.62339,7.524579747,0.507351378,0.964307824,94464.63712,101760.2264,17990.18984,38359.02322,1
3,190,87943.85246,19131.5987,43083.34422,17606.25766,8132.509192,12602.53509,12489.24055,0.816895423,6841.954172,8682.178072,6.684601058,0.387759981,0.158363042,113045.4854,114119.2914,26175.4389,43083.34422,1
3,163,272394.1546,10880.44687,16674.56802,27093.1387,17762.52127,11968.389,13806.53114,0.624945903,3301.598602,16704.12923,3.570620061,0.770742846,0.550875497,98185.59501,100672.3631,-171721.7915,16674.56802,0
1,180,285982.0709,20777.42671,52776.50788,21359.60877,19058.39425,13407.48173,3436.943371,0.658262804,9371.276976,5693.903492,3.712674094,0.16749645,0.927746138,130816.3627,125133.7856,-160848.2853,52776.50788,0
5,34,241457.2598,59374.94591,17260.33374,22439.70924,14613.08137,24701.53089,13494.89444,0.52460925,4792.851039,4824.720126,4.11492609,0.450898438,0.646768197,151884.4956,149025.3605,-92431.89927,17260.33374,0
10,41,51351.23092,27054.69985,12375.78645,5294.185611,10358.10384,8862.133505,2677.654254,0.968831526,2861.031429,19203.63961,3.818452201,0.307853087,0.54574217,66622.56351,71615.88126,20264.65034,12375.78645,1
7,307,50336.56774,42802.12671,40534.16749,5875.8142,13171.80943,16151.19069,4851.783731,0.967934212,3506.066829,19040.81566,3.494593698,0.778746602,0.768694048,123386.8923,126071.073,75734.50522,40534.16749,1
10,338,144525.1924,51391.08042,51104.3139,6438.416962,8866.019982,7508.678113,12314.96027,0.890650748,7642.911572,19875.83433,6.514916359,0.280064387,0.418037762,137623.4696,135509.5398,-9015.652597,51104.3139,0
9,314,85848.8425,72078.8632,8252.329368,27418.17451,6677.690805,12731.94412,13609.58368,0.961333072,6582.710992,11799.23101,2.203946305,0.713619859,0.274342996,140768.5857,141519.7411,55670.89864,8252.329368,1
7,75,54596.53554,72219.85689,9510.695471,17197.94018,19063.07329,6601.132362,10577.94304,0.799196832,7550.691204,3149.735251,6.370362429,0.589212258,0.862554213,135170.6412,134192.5929,79596.05736,9510.695471,1
9,279,166016.6724,62201.36136,57174.14558,24372.5276,3192.414351,14838.42141,2467.561893,0.540791122,3277.247341,17723.18707,6.941382629,0.799832204,0.150923943,164246.4322,169737.7031,3721.030699,57174.14558,1
8,176,285765.4744,12460.98944,57587.12547,6112.864017,7581.477793,8095.271089,8321.891877,0.856126313,3605.061876,3757.184701,2.39626426,0.575035154,0.82701459,100159.6197,95924.56075,-189840.9136,57587.12547,0
2,150,130954.8937,50254.92934,20944.80661,28046.35305,18082.69024,2846.145085,9016.877527,0.595165726,4268.831607,3956.292195,2.371082643,0.545187493,0.193029481,129191.8018,127091.8508,-3863.042917,20944.80661,1
1,273,215285.1696,65060.84296,44989.83318,25170.83647,14739.68718,20751.2351,4946.03622,0.664289014,2291.633486,4674.553782,3.712782817,0.740903952,0.66301109,175658.4711,176228.4388,-39056.73078,44989.83318,0
7,325,213058.8383,11210.16313,33806.70488,9068.631909,1552.927575,4949.867579,14878.1413,0.564610098,7064.923177,13414.95787,3.249840894,0.549989173,0.529342596,75466.43638,82200.46615,-130858.3721,33806.70488,0
7,108,112770.0259,48477.92296,46125.24269,26602.9203,1438.893795,10464.89238,5698.791396,0.654173151,3628.820384,3036.782011,5.486802042,0.775633647,0.998687053,138808.6635,144845.6926,32075.66671,46125.24269,1
8,139,212606.3122,70043.49021,61087.15347,10112.9545,10813.73679,12975.08501,3943.56677,0.807590419,3599.244129,15787.35095,6.052709261,0.139454424,0.449128698,168975.9867,173308.2013,-39298.11094,61087.15347,0
5,350,103083.4936,43187.14531,10190.6676,8544.176742,10200.80807,11947.04001,2541.904401,0.466366337,3058.967214,2106.780323,5.804851977,0.496119883,0.961558028,86611.74213,84760.28779,-18323.20578,10190.6676,0
3,271,80501.85339,10287.4342,55568.98769,10134.58629,9416.839234,18690.31256,6299.017652,0.463124157,4801.864145,3098.484653,4.144084222,0.750153211,0.463402454,110397.1776,114115.1286,33613.27521,55568.98769,1
8,347,225345.8214,10770.93508,37046.89179,27568.78671,6744.531475,15725.86171,10696.66168,0.810262007,7833.772753,9255.255692,4.990387008,0.778692118,0.713530442,108553.6685,118253.0942,-107092.7272,37046.89179,0
6,289,78360.20428,39164.52262,41668.25134,27720.98361,19746.13568,8793.537202,4239.839306,0.8677487,8438.282702,8204.258537,5.839944977,0.767244302,0.679295142,141333.2698,146272.3581,67912.15385,41668.25134,1
3,212,299227.3046,20850.60672,47505.5384,11882.88592,6167.759137,3189.168996,11773.61904,0.730880011,8142.824838,19804.4571,2.716557613,0.583505056,0.177806757,101369.5782,98806.5608,-200420.7438,47505.5384,0
1,272,95863.10029,56511.546,64970.50469,22046.723,10310.76392,19654.68772,2895.617748,0.508984608,6401.338987,19370.41518,3.377071487,0.895177074,0.769029237,176389.8431,193952.6004,98089.50015,64970.50469,1
3,66,198535.4657,59615.94854,8686.796981,21245.12189,8692.96884,10108.12391,7166.551034,0.658454109,3164.061583,4603.95434,7.342976924,0.245109046,0.28780085,115515.5112,118383.604,-80151.86171,8686.796981,0
5,248,152843.6429,22451.58568,6915.962888,24777.19107,4234.739093,22463.66904,10833.23236,0.854905313,7481.124455,18986.64536,4.053958259,0.239566064,0.449596851,91676.38014,91486.9116,-61356.73125,6915.962888,0
3,156,81596.6056,72197.3302,16587.0158,11005.7565,4849.757563,11086.30579,2894.331638,0.811439861,873.9384466,14152.97618,6.806938292,0.12625814,0.803980672,118620.4975,121646.0817,40049.4761,16587.0158,1
1,47,56960.97689,40933.54915,69119.10219,16773.74063,18447.7521,18506.14794,9369.79094,0.465919287,8082.447869,8768.020145,3.505938514,0.891469741,0.949882318,173150.083,171341.2913,114380.3144,69119.10219,1
5,201,205683.0706,19999.21353,51479.96388,21027.19668,17307.31473,23609.98817,12185.33517,0.981488309,7912.161859,15052.98771,2.249842109,0.378416406,0.603823291,145609.0122,138991.9526,-66691.11797,51479.96388,0
10,148,251689.3909,63497.61186,44951.67274,3708.934108,4781.841811,16976.50636,9337.684548,0.534018329,6865.010575,18102.67835,5.002403555,0.709643344,0.567446051,143254.2514,155205.6948,-96483.69614,44951.67274,0
7,124,260503.9154,65298.215,8057.538472,13171.94612,17637.58985,11510.24501,8160.494941,0.532233703,1430.291775,4422.689522,7.354892261,0.14776825,0.554431075,123836.0294,125610.7439,-134893.1715,8057.538472,0
7,1,170678.3683,54750.68309,62142.16455,21788.98566,4974.536472,15050.18318,12736.19374,0.675914349,9974.742688,4723.700966,6.915707295,0.338950485,0.834908226,171442.7467,182232.3082,11553.93997,62142.16455,1
9,247,244363.8668,69742.58872,57829.19546,9820.067514,12904.38011,14499.23934,14795.8849,0.596345877,7685.887328,8765.694482,3.517635014,0.599077873,0.993804472,179591.3561,196776.1489,-47587.71793,57829.19546,0
10,343,218211.7834,61616.10804,48212.00285,28858.01089,2544.329943,15450.86084,3538.381333,0.990391593,7480.664895,4215.023655,7.459614647,0.519824077,0.670231939,160219.6939,167411.6574,-50800.12599,48212.00285,0
10,128,231063.6319,71754.40161,27043.50301,3814.357031,17727.0229,5376.85967,10678.84878,0.445893864,1108.074599,7847.552228,4.878295369,0.266198592,0.440760184,136394.993,143725.1942,-87338.43769,27043.50301,1
3,191,173149.7513,40372.16339,9582.822112,28868.35406,1978.50569,18065.7273,2129.205761,0.583863515,4287.698702,13268.13901,2.293994023,0.46927433,0.296797883,100996.7783,110236.5839,-62913.16737,9582.822112,0
7,67,208352.9351,62331.79897,42702.50171,8852.624436,11543.9149,5335.995248,1599.774336,0.629633296,1318.643497,16443.54438,2.167547719,0.187025593,0.278939084,132366.6096,136004.4632,-72348.47184,42702.50171,1
1,4,251381.4784,79982.60944,51780.14714,4318.195132,15814.51898,2336.188339,4931.465583,0.696075396,3929.851565,6736.763816,4.910682404,0.534162778,0.870535901,159163.1246,158842.408,-92539.07039,51780.14714,0
4,303,149471.0439,60745.18383,11125.62278,10896.7989,3219.859992,16369.94232,14592.87704,0.409843857,5919.612766,6352.882992,5.277937134,0.177553154,0.993116852,116950.2849,127266.1933,-22204.85059,11125.62278,1
